subject, block_type, block, condition, trial, right_offer, left_offer, offer_right_image, offer_left_image, exp_value_right, exp_value_left, exp_value_chosen, choice_location, choice_key, choice_card, unchosen_card, chosen_card_image, unchosen_card_image, rt, randomwalk_counter, exp_value1, exp_value2, exp_value3, exp_value4, reward
5, test,2, vibration during outcome,4,1,2, 5.jpg, 6.jpg,0.498193315,0.609226527,0.498193315, right,2,1,2, 5.jpg, 6.jpg,0.6939043,1,0.498193315,0.609226527,0.371343772,0.486122834,0
5, test,2, vibration during outcome,5,2,4, 6.jpg, 8.jpg,0.620106582,0.463675252,0.463675252, left,1,4,2, 8.jpg, 6.jpg,0.3113068,1,0.472267853,0.620106582,0.35386843,0.463675252,0
5, test,2, vibration during outcome,6,1,2, 5.jpg, 6.jpg,0.48900464,0.609411022,0.609411022, left,1,2,1, 6.jpg, 5.jpg,0.5355651,1,0.48900464,0.609411022,0.353156918,0.444784776,0
5, test,2, vibration during outcome,7,3,2, 7.jpg, 6.jpg,0.351148204,0.661106815,0.661106815, left,1,2,3, 6.jpg, 7.jpg,0.4626974,1,0.498922937,0.661106815,0.351148204,0.459669582,1
5, test,2, vibration during outcome,8,4,2, 8.jpg, 6.jpg,0.445975487,0.661043011,0.661043011, left,1,2,4, 6.jpg, 8.jpg,0.8423602,1,0.523305174,0.661043011,0.385479761,0.445975487,1
5, test,2, vibration during outcome,9,4,3, 8.jpg, 7.jpg,0.477824508,0.38403906,0.477824508, right,2,4,3, 8.jpg, 7.jpg,0.513884,1,0.538202722,0.617130773,0.38403906,0.477824508,1
5, test,2, vibration during outcome,10,1,3, 5.jpg, 7.jpg,0.538742055,0.400369013,0.538742055, right,2,1,3, 5.jpg, 7.jpg,0.6655846,1,0.538742055,0.61305354,0.400369013,0.494179332,0
5, test,2, vibration during outcome,11,2,1, 6.jpg, 5.jpg,0.627053837,0.576408806,0.576408806, left,1,1,2, 5.jpg, 6.jpg,0.4686772,1,0.576408806,0.627053837,0.389573429,0.442060048,0
5, test,2, vibration during outcome,12,3,4, 7.jpg, 8.jpg,0.368726719,0.429884006,0.368726719, right,2,3,4, 7.jpg, 8.jpg,0.443523,1,0.58170588,0.6084257,0.368726719,0.429884006,0
5, test,2, vibration during outcome,13,1,4, 5.jpg, 8.jpg,0.578706679,0.451621205,0.451621205, left,1,4,1, 8.jpg, 5.jpg,0.4229387,1,0.578706679,0.597368238,0.375355878,0.451621205,0
5, test,2, vibration during outcome,14,3,1, 7.jpg, 5.jpg,0.38842331,0.542007718,0.542007718, left,1,1,3, 5.jpg, 7.jpg,0.4798822,1,0.542007718,0.603047222,0.38842331,0.453322749,1
5, test,2, vibration during outcome,15,2,1, 6.jpg, 5.jpg,0.59667375,0.51169699,0.51169699, left,1,1,2, 5.jpg, 6.jpg,0.5210548,1,0.51169699,0.59667375,0.398928367,0.449059956,1
5, test,2, vibration during outcome,16,4,3, 8.jpg, 7.jpg,0.445080478,0.371810296,0.445080478, right,2,4,3, 8.jpg, 7.jpg,0.5010218,1,0.513158928,0.577589974,0.371810296,0.445080478,1
5, test,2, vibration during outcome,17,4,1, 8.jpg, 5.jpg,0.422775713,0.513426935,0.513426935, left,1,1,4, 5.jpg, 8.jpg,0.5537778,1,0.513426935,0.585694186,0.379887863,0.422775713,0
5, test,2, vibration during outcome,18,1,3, 5.jpg, 7.jpg,0.505704724,0.373664559,0.505704724, right,2,1,3, 5.jpg, 7.jpg,0.4317293,1,0.505704724,0.54789599,0.373664559,0.418810463,1
5, test,2, vibration during outcome,19,1,2, 5.jpg, 6.jpg,0.504573157,0.582335652,0.504573157, right,2,1,2, 5.jpg, 6.jpg,0.4010279,1,0.504573157,0.582335652,0.369915918,0.404711898,0
5, test,2, vibration during outcome,20,4,3, 8.jpg, 7.jpg,0.429775493,0.34718102,0.429775493, right,2,4,3, 8.jpg, 7.jpg,0.4129102,1,0.511492418,0.588279021,0.34718102,0.429775493,1
5, test,2, vibration during outcome,21,3,4, 7.jpg, 8.jpg,0.365459609,0.420212923,0.420212923, left,1,4,3, 8.jpg, 7.jpg,0.530851,1,0.512951285,0.553509108,0.365459609,0.420212923,0
5, test,2, vibration during outcome,22,2,3, 6.jpg, 7.jpg,0.552815737,0.364821817,0.552815737, right,2,2,3, 6.jpg, 7.jpg,0.3086986,1,0.539572991,0.552815737,0.364821817,0.410726764,1
5, test,2, vibration during outcome,23,1,2, 5.jpg, 6.jpg,0.56095771,0.535255398,0.535255398, left,1,2,1, 6.jpg, 5.jpg,0.4838556,1,0.56095771,0.535255398,0.373035803,0.376882621,0
5, test,2, vibration during outcome,24,2,4, 6.jpg, 8.jpg,0.524393705,0.358107826,0.524393705, right,2,2,4, 6.jpg, 8.jpg,0.3793772,1,0.575401102,0.524393705,0.364677663,0.358107826,0
5, test,2, vibration during outcome,25,3,2, 7.jpg, 6.jpg,0.39083719,0.532040408,0.39083719, right,2,3,2, 7.jpg, 6.jpg,0.2801039,1,0.541014126,0.532040408,0.39083719,0.373729847,1
5, test,2, vibration during outcome,26,3,1, 7.jpg, 5.jpg,0.371897574,0.536918816,0.371897574, right,2,3,1, 7.jpg, 5.jpg,0.3735522,1,0.536918816,0.511692898,0.371897574,0.398780507,0
5, test,2, vibration during outcome,27,4,1, 8.jpg, 5.jpg,0.405865749,0.541079589,0.405865749, right,2,4,1, 8.jpg, 5.jpg,0.7023502,1,0.541079589,0.54671574,0.389383809,0.405865749,1
5, test,2, vibration during outcome,28,4,1, 8.jpg, 5.jpg,0.403418308,0.559641612,0.559641612, left,1,1,4, 5.jpg, 8.jpg,0.6026991,1,0.559641612,0.570750529,0.408417182,0.403418308,1
5, test,2, vibration during outcome,29,1,2, 5.jpg, 6.jpg,0.566867971,0.54476025,0.54476025, left,1,2,1, 6.jpg, 5.jpg,0.5297914,1,0.566867971,0.54476025,0.383885215,0.398536524,1
5, test,2, vibration during outcome,30,3,1, 7.jpg, 5.jpg,0.406860111,0.562069061,0.406860111, right,2,3,1, 7.jpg, 5.jpg,1.0339214,1,0.562069061,0.559260499,0.406860111,0.407780991,0
5, test,2, vibration during outcome,31,4,2, 8.jpg, 6.jpg,0.40633374,0.570453061,0.570453061, left,1,2,4, 6.jpg, 8.jpg,1.5760835,1,0.557017169,0.570453061,0.389734908,0.40633374,1
5, test,2, vibration during outcome,32,2,4, 6.jpg, 8.jpg,0.562455492,0.430319959,0.430319959, left,1,4,2, 8.jpg, 6.jpg,0.7297741,1,0.587964414,0.562455492,0.364845558,0.430319959,0
5, test,2, vibration during outcome,33,2,1, 6.jpg, 5.jpg,0.583546956,0.569423526,0.583546956, right,2,2,1, 6.jpg, 5.jpg,0.6364474,1,0.569423526,0.583546956,0.38651511,0.469700007,1
5, test,2, vibration during outcome,34,4,3, 8.jpg, 7.jpg,0.45608609,0.411760625,0.45608609, right,2,4,3, 8.jpg, 7.jpg,0.9693679,1,0.56834307,0.565200904,0.411760625,0.45608609,1
5, test,2, vibration during outcome,35,4,2, 8.jpg, 6.jpg,0.497188985,0.567372701,0.567372701, left,1,2,4, 6.jpg, 8.jpg,0.7098104,1,0.599079702,0.567372701,0.404213812,0.497188985,1
5, test,2, vibration during outcome,36,4,3, 8.jpg, 7.jpg,0.476236411,0.380656038,0.380656038, left,1,3,4, 7.jpg, 8.jpg,0.7929152,1,0.614921267,0.558903517,0.380656038,0.476236411,0
5, test,2, vibration during outcome,37,3,2, 7.jpg, 6.jpg,0.352549374,0.545721743,0.352549374, right,2,3,2, 7.jpg, 6.jpg,0.9161965,1,0.628075493,0.545721743,0.352549374,0.509842719,0
5, test,2, vibration during outcome,38,3,2, 7.jpg, 6.jpg,0.347063514,0.538071442,0.538071442, left,1,2,3, 6.jpg, 7.jpg,0.5169607,1,0.631242143,0.538071442,0.347063514,0.530542784,0
5, test,2, vibration during outcome,39,2,4, 6.jpg, 8.jpg,0.562917382,0.525341883,0.562917382, right,2,2,4, 6.jpg, 8.jpg,0.6400187,1,0.600609567,0.562917382,0.341152187,0.525341883,0
5, test,2, vibration during outcome,40,1,4, 5.jpg, 8.jpg,0.598478627,0.519319672,0.598478627, right,2,1,4, 5.jpg, 8.jpg,0.7327694,1,0.598478627,0.574174471,0.340254534,0.519319672,1
5, test,2, vibration during outcome,41,1,2, 5.jpg, 6.jpg,0.60144404,0.580661228,0.60144404, right,2,1,2, 5.jpg, 6.jpg,0.7349194,1,0.60144404,0.580661228,0.358175358,0.531828439,1
5, test,2, vibration during outcome,42,1,4, 5.jpg, 8.jpg,0.630195312,0.522351056,0.522351056, left,1,4,1, 8.jpg, 5.jpg,0.4417979,1,0.630195312,0.582970551,0.366861123,0.522351056,1
5, test,2, vibration during outcome,43,2,4, 6.jpg, 8.jpg,0.572586617,0.532129282,0.572586617, right,2,2,4, 6.jpg, 8.jpg,0.5628508,1,0.628568645,0.572586617,0.357029746,0.532129282,1
5, test,2, vibration during outcome,44,4,1, 8.jpg, 5.jpg,0.54344664,0.636994371,0.54344664, right,2,4,1, 8.jpg, 5.jpg,0.7610794,1,0.636994371,0.565568304,0.384631609,0.54344664,1
5, test,2, vibration during outcome,45,2,4, 6.jpg, 8.jpg,0.5781911,0.52618086,0.5781911, right,2,2,4, 6.jpg, 8.jpg,0.4926661,1,0.650015763,0.5781911,0.386636695,0.52618086,0
5, test,2, vibration during outcome,46,1,3, 5.jpg, 7.jpg,0.626001871,0.376640317,0.376640317, left,1,3,1, 7.jpg, 5.jpg,0.3992099,1,0.626001871,0.554193525,0.376640317,0.575008411,0
5, test,2, vibration during outcome,47,3,2, 7.jpg, 6.jpg,0.329837755,0.585886385,0.329837755, right,2,3,2, 7.jpg, 6.jpg,0.3319957,1,0.606772055,0.585886385,0.329837755,0.546233567,1
5, test,2, vibration during outcome,48,4,3, 8.jpg, 7.jpg,0.544792119,0.322472207,0.544792119, right,2,4,3, 8.jpg, 7.jpg,0.57083,1,0.609756275,0.601875425,0.322472207,0.544792119,0
5, test,2, vibration during outcome,49,4,3, 8.jpg, 7.jpg,0.559135463,0.298351175,0.559135463, right,2,4,3, 8.jpg, 7.jpg,0.7255427,1,0.606158462,0.595767883,0.298351175,0.559135463,0
5, test,2, vibration during outcome,50,4,3, 8.jpg, 7.jpg,0.528689445,0.304980312,0.528689445, right,2,4,3, 8.jpg, 7.jpg,0.4441491,1,0.585330427,0.596690297,0.304980312,0.528689445,0
5, practice,3, vibration during choice,1,4,2, 12.jpg, 10.jpg,0.466504194,0.615232533,0.615232533, left,1,2,4, 10.jpg, 12.jpg,0.6256528,1,0.511076546,0.615232533,0.413504079,0.466504194,0
5, practice,3, vibration during choice,2,3,2, 11.jpg, 10.jpg,0.375335495,0.631199867,0.375335495, right,2,3,2, 11.jpg, 10.jpg,0.6967722,1,0.517796443,0.631199867,0.375335495,0.47234587,1
5, practice,3, vibration during choice,3,1,3, 9.jpg, 11.jpg,0.498939688,0.374984468,0.498939688, right,2,1,3, 9.jpg, 11.jpg,0.4921211,1,0.498939688,0.626315633,0.374984468,0.491193418,1
5, practice,3, vibration during choice,4,4,3, 12.jpg, 11.jpg,0.486122834,0.371343772,0.486122834, right,2,4,3, 12.jpg, 11.jpg,0.7542956,1,0.498193315,0.609226527,0.371343772,0.486122834,0
5, practice,3, vibration during choice,5,4,3, 12.jpg, 11.jpg,0.463675252,0.35386843,0.35386843, left,1,3,4, 11.jpg, 12.jpg,0.4059294,1,0.472267853,0.620106582,0.35386843,0.463675252,1
5, test,3, vibration during choice,1,1,2, 1.jpg, 2.jpg,0.511076546,0.615232533,0.511076546, right,2,1,2, 1.jpg, 2.jpg,0.7041451,1,0.511076546,0.615232533,0.413504079,0.466504194,1
5, test,3, vibration during choice,2,3,2, 3.jpg, 2.jpg,0.375335495,0.631199867,0.375335495, right,2,3,2, 3.jpg, 2.jpg,0.6338662,1,0.517796443,0.631199867,0.375335495,0.47234587,0
5, test,3, vibration during choice,3,2,3, 2.jpg, 3.jpg,0.626315633,0.374984468,0.626315633, right,2,2,3, 2.jpg, 3.jpg,0.4539432,1,0.498939688,0.626315633,0.374984468,0.491193418,1
5, test,3, vibration during choice,4,1,3, 1.jpg, 3.jpg,0.498193315,0.371343772,0.371343772, left,1,3,1, 3.jpg, 1.jpg,0.5041767,1,0.498193315,0.609226527,0.371343772,0.486122834,1
5, test,3, vibration during choice,5,2,3, 2.jpg, 3.jpg,0.620106582,0.35386843,0.620106582, right,2,2,3, 2.jpg, 3.jpg,0.3942918,1,0.472267853,0.620106582,0.35386843,0.463675252,0
5, test,3, vibration during choice,6,2,3, 2.jpg, 3.jpg,0.609411022,0.353156918,0.609411022, right,2,2,3, 2.jpg, 3.jpg,0.4494427,1,0.48900464,0.609411022,0.353156918,0.444784776,1
5, test,3, vibration during choice,7,2,1, 2.jpg, 1.jpg,0.661106815,0.498922937,0.661106815, right,2,2,1, 2.jpg, 1.jpg,0.4971619,1,0.498922937,0.661106815,0.351148204,0.459669582,1
5, test,3, vibration during choice,8,2,3, 2.jpg, 3.jpg,0.661043011,0.385479761,0.661043011, right,2,2,3, 2.jpg, 3.jpg,0.5539566,1,0.523305174,0.661043011,0.385479761,0.445975487,0
5, test,3, vibration during choice,9,1,3, 1.jpg, 3.jpg,0.538202722,0.38403906,0.538202722, right,2,1,3, 1.jpg, 3.jpg,0.4503812,1,0.538202722,0.617130773,0.38403906,0.477824508,0
5, test,3, vibration during choice,10,4,1, 4.jpg, 1.jpg,0.494179332,0.538742055,0.538742055, left,1,1,4, 1.jpg, 4.jpg,0.4168519,1,0.538742055,0.61305354,0.400369013,0.494179332,1
5, test,3, vibration during choice,11,4,2, 4.jpg, 2.jpg,0.442060048,0.627053837,0.442060048, right,2,4,2, 4.jpg, 2.jpg,0.5656333,1,0.576408806,0.627053837,0.389573429,0.442060048,0
5, test,3, vibration during choice,12,1,2, 1.jpg, 2.jpg,0.58170588,0.6084257,0.58170588, right,2,1,2, 1.jpg, 2.jpg,0.5092194,1,0.58170588,0.6084257,0.368726719,0.429884006,1
5, test,3, vibration during choice,13,1,4, 1.jpg, 4.jpg,0.578706679,0.451621205,0.578706679, right,2,1,4, 1.jpg, 4.jpg,0.7422161,1,0.578706679,0.597368238,0.375355878,0.451621205,1
5, test,3, vibration during choice,14,2,1, 2.jpg, 1.jpg,0.603047222,0.542007718,0.542007718, left,1,1,2, 1.jpg, 2.jpg,0.6377506,1,0.542007718,0.603047222,0.38842331,0.453322749,1
5, test,3, vibration during choice,15,2,4, 2.jpg, 4.jpg,0.59667375,0.449059956,0.59667375, right,2,2,4, 2.jpg, 4.jpg,0.235706,1,0.51169699,0.59667375,0.398928367,0.449059956,0
5, test,3, vibration during choice,16,1,4, 1.jpg, 4.jpg,0.513158928,0.445080478,0.513158928, right,2,1,4, 1.jpg, 4.jpg,0.4250768,1,0.513158928,0.577589974,0.371810296,0.445080478,0
5, test,3, vibration during choice,17,2,1, 2.jpg, 1.jpg,0.585694186,0.513426935,0.513426935, left,1,1,2, 1.jpg, 2.jpg,0.2482481,1,0.513426935,0.585694186,0.379887863,0.422775713,1
5, test,3, vibration during choice,18,3,4, 3.jpg, 4.jpg,0.373664559,0.418810463,0.373664559, right,2,3,4, 3.jpg, 4.jpg,0.3396257,1,0.505704724,0.54789599,0.373664559,0.418810463,0
5, test,3, vibration during choice,19,4,2, 4.jpg, 2.jpg,0.404711898,0.582335652,0.404711898, right,2,4,2, 4.jpg, 2.jpg,0.3230553,1,0.504573157,0.582335652,0.369915918,0.404711898,0
5, test,3, vibration during choice,20,2,4, 2.jpg, 4.jpg,0.588279021,0.429775493,0.588279021, right,2,2,4, 2.jpg, 4.jpg,0.2155988,1,0.511492418,0.588279021,0.34718102,0.429775493,0
5, test,3, vibration during choice,21,4,1, 4.jpg, 1.jpg,0.420212923,0.512951285,0.420212923, right,2,4,1, 4.jpg, 1.jpg,0.4587688,1,0.512951285,0.553509108,0.365459609,0.420212923,0
5, test,3, vibration during choice,22,3,1, 3.jpg, 1.jpg,0.364821817,0.539572991,0.364821817, right,2,3,1, 3.jpg, 1.jpg,0.4416355,1,0.539572991,0.552815737,0.364821817,0.410726764,0
5, test,3, vibration during choice,23,2,1, 2.jpg, 1.jpg,0.535255398,0.56095771,0.535255398, right,2,2,1, 2.jpg, 1.jpg,1.379372,1,0.56095771,0.535255398,0.373035803,0.376882621,1
5, test,3, vibration during choice,24,2,1, 2.jpg, 1.jpg,0.524393705,0.575401102,0.575401102, left,1,1,2, 1.jpg, 2.jpg,1.0694349,1,0.575401102,0.524393705,0.364677663,0.358107826,1
5, test,3, vibration during choice,25,3,1, 3.jpg, 1.jpg,0.39083719,0.541014126,0.39083719, right,2,3,1, 3.jpg, 1.jpg,0.5061568,1,0.541014126,0.532040408,0.39083719,0.373729847,0
5, test,3, vibration during choice,26,4,2, 4.jpg, 2.jpg,0.398780507,0.511692898,0.398780507, right,2,4,2, 4.jpg, 2.jpg,0.463256,1,0.536918816,0.511692898,0.371897574,0.398780507,0
5, test,3, vibration during choice,27,4,1, 4.jpg, 1.jpg,0.405865749,0.541079589,0.541079589, left,1,1,4, 1.jpg, 4.jpg,0.7055844,1,0.541079589,0.54671574,0.389383809,0.405865749,1
5, test,3, vibration during choice,28,2,3, 2.jpg, 3.jpg,0.570750529,0.408417182,0.570750529, right,2,2,3, 2.jpg, 3.jpg,0.4335902,1,0.559641612,0.570750529,0.408417182,0.403418308,1
5, test,3, vibration during choice,29,2,1, 2.jpg, 1.jpg,0.54476025,0.566867971,0.566867971, left,1,1,2, 1.jpg, 2.jpg,0.7714769,1,0.566867971,0.54476025,0.383885215,0.398536524,0
5, test,3, vibration during choice,30,3,4, 3.jpg, 4.jpg,0.406860111,0.407780991,0.406860111, right,2,3,4, 3.jpg, 4.jpg,0.4614768,1,0.562069061,0.559260499,0.406860111,0.407780991,1
5, test,3, vibration during choice,31,3,1, 3.jpg, 1.jpg,0.389734908,0.557017169,0.389734908, right,2,3,1, 3.jpg, 1.jpg,0.6817158,1,0.557017169,0.570453061,0.389734908,0.40633374,0
5, test,3, vibration during choice,32,3,1, 3.jpg, 1.jpg,0.364845558,0.587964414,0.587964414, left,1,1,3, 1.jpg, 3.jpg,0.4343439,1,0.587964414,0.562455492,0.364845558,0.430319959,1
5, test,3, vibration during choice,33,1,4, 1.jpg, 4.jpg,0.569423526,0.469700007,0.569423526, right,2,1,4, 1.jpg, 4.jpg,0.5616173,1,0.569423526,0.583546956,0.38651511,0.469700007,1
5, test,3, vibration during choice,34,3,2, 3.jpg, 2.jpg,0.411760625,0.565200904,0.565200904, left,1,2,3, 2.jpg, 3.jpg,0.2926222,1,0.56834307,0.565200904,0.411760625,0.45608609,0
5, test,3, vibration during choice,35,1,2, 1.jpg, 2.jpg,0.599079702,0.567372701,0.599079702, right,2,1,2, 1.jpg, 2.jpg,0.4875198,1,0.599079702,0.567372701,0.404213812,0.497188985,1
5, test,3, vibration during choice,36,4,2, 4.jpg, 2.jpg,0.476236411,0.558903517,0.476236411, right,2,4,2, 4.jpg, 2.jpg,0.4299419,1,0.614921267,0.558903517,0.380656038,0.476236411,1
5, test,3, vibration during choice,37,3,2, 3.jpg, 2.jpg,0.352549374,0.545721743,0.352549374, right,2,3,2, 3.jpg, 2.jpg,0.3889861,1,0.628075493,0.545721743,0.352549374,0.509842719,0
5, test,3, vibration during choice,38,1,4, 1.jpg, 4.jpg,0.631242143,0.530542784,0.631242143, right,2,1,4, 1.jpg, 4.jpg,0.3708271,1,0.631242143,0.538071442,0.347063514,0.530542784,0
5, test,3, vibration during choice,39,4,3, 4.jpg, 3.jpg,0.525341883,0.341152187,0.525341883, right,2,4,3, 4.jpg, 3.jpg,0.3546975,1,0.600609567,0.562917382,0.341152187,0.525341883,1
5, test,3, vibration during choice,40,4,2, 4.jpg, 2.jpg,0.519319672,0.574174471,0.574174471, left,1,2,4, 2.jpg, 4.jpg,0.4762749,1,0.598478627,0.574174471,0.340254534,0.519319672,1
5, test,3, vibration during choice,41,3,2, 3.jpg, 2.jpg,0.358175358,0.580661228,0.358175358, right,2,3,2, 3.jpg, 2.jpg,0.2942244,1,0.60144404,0.580661228,0.358175358,0.531828439,0
5, test,3, vibration during choice,42,2,3, 2.jpg, 3.jpg,0.582970551,0.366861123,0.366861123, left,1,3,2, 3.jpg, 2.jpg,0.2101276,1,0.630195312,0.582970551,0.366861123,0.522351056,0
5, test,3, vibration during choice,43,3,2, 3.jpg, 2.jpg,0.357029746,0.572586617,0.572586617, left,1,2,3, 2.jpg, 3.jpg,0.5414998,1,0.628568645,0.572586617,0.357029746,0.532129282,1
5, test,3, vibration during choice,44,2,4, 2.jpg, 4.jpg,0.565568304,0.54344664,0.54344664, left,1,4,2, 4.jpg, 2.jpg,0.4158822,1,0.636994371,0.565568304,0.384631609,0.54344664,0
5, test,3, vibration during choice,45,1,3, 1.jpg, 3.jpg,0.650015763,0.386636695,0.386636695, left,1,3,1, 3.jpg, 1.jpg,0.6133899,1,0.650015763,0.5781911,0.386636695,0.52618086,0
5, test,3, vibration during choice,46,3,2, 3.jpg, 2.jpg,0.376640317,0.554193525,0.554193525, left,1,2,3, 2.jpg, 3.jpg,0.2879263,1,0.626001871,0.554193525,0.376640317,0.575008411,0
5, test,3, vibration during choice,47,2,3, 2.jpg, 3.jpg,0.585886385,0.329837755,0.329837755, left,1,3,2, 3.jpg, 2.jpg,0.1961629,1,0.606772055,0.585886385,0.329837755,0.546233567,0
5, test,3, vibration during choice,48,3,4, 3.jpg, 4.jpg,0.322472207,0.544792119,0.322472207, right,2,3,4, 3.jpg, 4.jpg,0.2411301,1,0.609756275,0.601875425,0.322472207,0.544792119,0
5, test,3, vibration during choice,49,1,2, 1.jpg, 2.jpg,0.606158462,0.595767883,0.595767883, left,1,2,1, 2.jpg, 1.jpg,0.2333245,1,0.606158462,0.595767883,0.298351175,0.559135463,0
5, test,3, vibration during choice,50,1,4, 1.jpg, 4.jpg,0.585330427,0.528689445,0.528689445, left,1,4,1, 4.jpg, 1.jpg,0.427814,1,0.585330427,0.596690297,0.304980312,0.528689445,0
6, practice,1, vibration during choice,1,3,2, 11.jpg, 10.jpg,0.584847675,0.332201416,0.332201416, left,1,2,3, 10.jpg, 11.jpg,1.2824795,2,0.167787674,0.332201416,0.584847675,0.302670058,1
6, practice,1, vibration during choice,2,4,1, 12.jpg, 9.jpg,0.290755999,0.176264347,0.176264347, left,1,1,4, 9.jpg, 12.jpg,1.9826139,2,0.176264347,0.355471562,0.582595424,0.290755999,0
6, practice,1, vibration during choice,3,2,3, 10.jpg, 11.jpg,0.3490424,0.578794293,0.3490424, right,2,2,3, 10.jpg, 11.jpg,3.0355936,2,0.206677553,0.3490424,0.578794293,0.275426328,0
6, practice,1, vibration during choice,4,3,4, 11.jpg, 12.jpg,0.569745321,0.268568422,0.569745321, right,2,3,4, 11.jpg, 12.jpg,2.5984097,2,0.216551625,0.358181966,0.569745321,0.268568422,0
6, practice,1, vibration during choice,5,4,3, 12.jpg, 11.jpg,0.302042001,0.582527891,0.582527891, left,1,3,4, 11.jpg, 12.jpg,1.0601382,2,0.21991786,0.364707579,0.582527891,0.302042001,0
6, test,1, vibration during choice,1,4,3, 12.jpg, 11.jpg,0.302670058,0.584847675,0.584847675, left,1,3,4, 11.jpg, 12.jpg,1.0653942,2,0.167787674,0.332201416,0.584847675,0.302670058,1
6, test,1, vibration during choice,2,2,1, 10.jpg, 9.jpg,0.355471562,0.176264347,0.176264347, left,1,1,2, 9.jpg, 10.jpg,1.2745124,2,0.176264347,0.355471562,0.582595424,0.290755999,0
6, test,1, vibration during choice,3,1,3, 9.jpg, 11.jpg,0.206677553,0.578794293,0.206677553, right,2,1,3, 9.jpg, 11.jpg,1.0040154,2,0.206677553,0.3490424,0.578794293,0.275426328,0
6, test,1, vibration during choice,4,1,2, 9.jpg, 10.jpg,0.216551625,0.358181966,0.216551625, right,2,1,2, 9.jpg, 10.jpg,1.2282414,2,0.216551625,0.358181966,0.569745321,0.268568422,0
6, test,1, vibration during choice,5,4,2, 12.jpg, 10.jpg,0.302042001,0.364707579,0.302042001, right,2,4,2, 12.jpg, 10.jpg,5.4902335,2,0.21991786,0.364707579,0.582527891,0.302042001,0
6, test,1, vibration during choice,6,1,2, 9.jpg, 10.jpg,0.209090036,0.3895513,0.209090036, right,2,1,2, 9.jpg, 10.jpg,1.4423114,2,0.209090036,0.3895513,0.587455063,0.336540119,0
6, test,1, vibration during choice,7,4,1, 12.jpg, 9.jpg,0.363378709,0.215508938,0.215508938, left,1,1,4, 9.jpg, 12.jpg,0.9571971,2,0.215508938,0.39060737,0.582464681,0.363378709,0
6, test,1, vibration during choice,8,3,2, 11.jpg, 10.jpg,0.545053358,0.430440014,0.545053358, right,2,3,2, 11.jpg, 10.jpg,2.6280927,2,0.219868403,0.430440014,0.545053358,0.369794555,1
6, test,1, vibration during choice,9,1,2, 9.jpg, 10.jpg,0.223820368,0.4539861,0.223820368, right,2,1,2, 9.jpg, 10.jpg,5.2890794,2,0.223820368,0.4539861,0.530883085,0.365747455,0
6, test,1, vibration during choice,10,3,2, 11.jpg, 10.jpg,0.507816291,0.485995524,0.507816291, right,2,3,2, 11.jpg, 10.jpg,2.7814426,2,0.25320591,0.485995524,0.507816291,0.36426522,0
6, test,1, vibration during choice,11,3,2, 11.jpg, 10.jpg,0.494989907,0.489357893,0.489357893, left,1,2,3, 10.jpg, 11.jpg,2.0609822,2,0.272116099,0.489357893,0.494989907,0.378430477,0
6, test,1, vibration during choice,12,2,3, 10.jpg, 11.jpg,0.484630844,0.446302549,0.446302549, left,1,3,2, 11.jpg, 10.jpg,0.9511411,2,0.234286576,0.484630844,0.446302549,0.406276663,1
6, test,1, vibration during choice,13,1,3, 9.jpg, 11.jpg,0.209829698,0.441292304,0.209829698, right,2,1,3, 9.jpg, 11.jpg,3.4980845,2,0.209829698,0.493007884,0.441292304,0.408056555,1
6, test,1, vibration during choice,14,4,1, 12.jpg, 9.jpg,0.411853134,0.194746258,0.411853134, right,2,4,1, 12.jpg, 9.jpg,3.279408,2,0.194746258,0.496165246,0.424090899,0.411853134,0
6, test,1, vibration during choice,15,1,3, 9.jpg, 11.jpg,0.254919143,0.410741903,0.410741903, left,1,3,1, 11.jpg, 9.jpg,1.3132384,2,0.254919143,0.498060855,0.410741903,0.425420016,0
6, test,1, vibration during choice,16,4,1, 12.jpg, 9.jpg,0.434571537,0.268446939,0.434571537, right,2,4,1, 12.jpg, 9.jpg,2.4670783,2,0.268446939,0.473753497,0.384469806,0.434571537,0
6, test,1, vibration during choice,17,4,3, 12.jpg, 11.jpg,0.467037886,0.397409959,0.397409959, left,1,3,4, 11.jpg, 12.jpg,1.0502923,2,0.260713561,0.427927548,0.397409959,0.467037886,1
6, test,1, vibration during choice,18,2,4, 10.jpg, 12.jpg,0.42862063,0.458160423,0.42862063, right,2,2,4, 10.jpg, 12.jpg,1.3729776,2,0.273570125,0.42862063,0.380302803,0.458160423,1
6, test,1, vibration during choice,19,3,4, 11.jpg, 12.jpg,0.39026973,0.413401572,0.413401572, left,1,4,3, 12.jpg, 11.jpg,2.0013659,2,0.269452755,0.435371131,0.39026973,0.413401572,1
6, test,1, vibration during choice,20,2,1, 10.jpg, 9.jpg,0.425551488,0.268741649,0.268741649, left,1,1,2, 9.jpg, 10.jpg,4.3635345,2,0.268741649,0.425551488,0.408454439,0.410963982,0
6, test,1, vibration during choice,21,3,2, 11.jpg, 10.jpg,0.404768464,0.44190032,0.44190032, left,1,2,3, 10.jpg, 11.jpg,2.2212829,2,0.289598518,0.44190032,0.404768464,0.423231262,0
6, test,1, vibration during choice,22,2,4, 10.jpg, 12.jpg,0.419525056,0.389718337,0.389718337, left,1,4,2, 12.jpg, 10.jpg,2.4063537,2,0.299460569,0.419525056,0.422610309,0.389718337,0
